_id,title,price,currency,location_address,location_city,location_state,location_lat,location_lng,characteristics_bedrooms,characteristics_bathrooms,characteristics_garages,characteristics_area,description,url,extras_Construido,extras_Terreno,extras_Estado,extras_Año construcción,extras_Churrasqueras,extras_Comedor de Diario,extras_Dependencias de Servicio,extras_Jardín,extras_Entrega,extras_Aire Acondicionado,extras_Calefacción,extras_Baulera,extras_Gas Natural,extras_Condominio Cerrado,extras_Club House,extras_Piscina,extras_Sala de Juegos,extras_Gimnasio,extras_Preparada adultos mayores,extras_Preparada para accesibilidad,extras_Amoblado,extras_Monoambiente,extras_Gastos Comunes,extras_Establo,extras_Sistema de Alarma,extras_Balcón Terraza,extras_Balcón,extras_Acceso silla de ruedas,extras_Estacionamiento,extras_Garage con Puerta Automática,extras_Terraza,extras_Aire Acondicionado Central,extras_Sureste,extras_Agua potable,extras_Alcantarillado,extras_Cable,extras_Electric Vehicle Charge Station,extras_Cámara de seguridad,extras_Electricidad,extras_Estufa de calentamiento,extras_Estufa a gas,extras_Medidor de Agua Individual,extras_TCP/IP,extras_Medidor de Gas Individual,extras_Salida Emergencia,extras_Sin calefacción,extras_Todo electrico,extras_Salida Emergencia Disponible,extras_Cerca de Aeropuerto,extras_Gas,extras_Generador Eléctrico de Emergencia,extras_Generador Eléctrico,extras_Gimnasio de deportes,extras_Jacuzzi,extras_Tanque de Agua,extras_Area Escolar,extras_Centro Histórico,extras_Cerca a Campo de Golf,extras_Casa de Campo,extras_Cerca de Autopista,extras_Cerca de Avenida,extras_Estación de tren cerca,extras_Comercios cercanos,extras_Frente al Lago,extras_Gimnasio cercano,extras_Hospital cercano,extras_Iglesia cerca,extras_Plaza cerca,extras_Residencial,extras_Zona Concurrida,extras_Zona Tranquila,extras_Zona Turística,extras_Parqueo,extras_Baño de Servicio,extras_Techo Plano,extras_Lavandería (en depto.),extras_Portero Eléctrico,extras_Cocina,extras_Cuarto de Juegos,extras_Sistema de Seguridad,extras_Vestidor,extras_Fumar está permitido,extras_Galpón,extras_Hall de Entrada,extras_Paneles Solares,extras_Sauna,extras_Lavandería (en edificio),extras_Casa,extras_Communal Pool,extras_Edificio Nuevo,extras_Noroeste,extras_Ascensor,extras_Conserje disponible,extras_Edificio Antiguo,extras_Ceramica,extras_Ladrillo,extras_Seguridad - Vigilancia,extras_Servicio de conserjería,extras_Noreste,extras_Madera,extras_Paneles Externos,extras_Piedra,extras_Tableta,extras_Textura,extras_Yeso,extras_Oeste,extras_A estrenar,extras_Sur,extras_Norte,extras_Acceso a Internet de alta velocidad (fibra óptica),extras_Este,extras_Seguridad - Sistema,extras_Suroeste
66e1ae9470467df5839c4413,CASA EN VENTA - COND. LAS PALMAS DEL OESTE II ZONA OESTE,158000,USD,CASA EN VENTA - COND. LAS PALMAS DEL OESTE II ZONA OESTE,Santa Cruz de la Sierra,Santa Cruz,-17.809067,-63.22929,3,3,2,160,UBICACIÓN CONDOMINIO,https://www.ultracasas.com/inmueble/casa-en-venta-entre-5to-y-6to-anillo-oeste-santa-cruz-de-la-sierra-997084,160,170,USADO,2018,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9470467df5839c4414,URUBÓ,495000,USD,URUBÓ,Santa Cruz de la Sierra,Santa Cruz,-17.774204,-63.227993,5,6,2,438,CONDOMINIO RIO SIERRA,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-hermosa-casa-condominio-santa-cruz-de-la-sierra-1022895,438,700,USADO,2020,true,true,true,true,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9470467df5839c4415,Condominio LAS BRISASZona Norte km 8½,290000,USD,Condominio LAS BRISASZona Norte km 8½,Santa Cruz de la Sierra,Santa Cruz,-17.76453,-63.07288,6,2,2,400,Casa en venta condominio Santa Bárbara,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-cotoca-sobre-santa-cruz-de-la-sierra-1030903,400,387,USADO,,,true,,true,,,,,true,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9470467df5839c4416,Zona Oeste3er y 4to Anillo Av. PIRAÍ (Barrio Las Palmas),180000,USD,Zona Oeste3er y 4to Anillo Av. PIRAÍ (Barrio Las Palmas),Santa Cruz de la Sierra,Santa Cruz,-17.807756,-63.219845,3,3,2,194,"Hermosas casas a estrenar de 182 M2, estilo Town House en Condominio cerrado exclusivo de 17 Casas",https://www.ultracasas.com/inmueble/casa-en-venta-entre-4to-y-5to-anillo-oeste-santa-cruz-de-la-sierra-1023693,194,130,NUEVO,2024,,,true,true,Junio 2024,,,,true,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c4417,CONDOMINIO LA COLINA CASA EN VENTA,375000,USD,CONDOMINIO LA COLINA CASA EN VENTA,Santa Cruz de la Sierra,Santa Cruz,-17.715044,-63.159649,4,5,4,300,𝗖𝗮𝘀𝗮 𝗱𝗲 𝗟𝘂𝗷𝗼,https://www.ultracasas.com/inmueble/casa-en-venta-entre-8vo-y-9no-anillo-norte-santa-cruz-de-la-sierra-1022975,300,464,USADO,2022,true,true,true,true,,true,,,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c4418,CASA EN VENTA EN EL BARRIO CORDECRUZ ZONA NORTE,290000,USD,CASA EN VENTA EN EL BARRIO CORDECRUZ ZONA NORTE,Santa Cruz de la Sierra,Santa Cruz,-17.754295,-63.18066,5,5,3,364,Amplia Casa en Venta,https://www.ultracasas.com/inmueble/casa-en-venta-entre-3er-y-4to-anillo-norte-santa-cruz-de-la-sierra-1030905,364,347,USADO,2019,true,true,true,,,true,true,,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c4419,,1000000000,USD,,,,-17.734627,-63.21722,5,7,8,800,🔴 CASA DE LUJO EN VENTA‼️,https://www.ultracasas.com/inmueble/casa-en-venta-colinas-del-urubo-colinas-del-santa-cruz-de-la-sierra-1028769,800,1500,NUEVO,2014,true,true,true,true,,true,true,true,true,true,true,true,true,true,true,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c441a,COND. LA HACIENDA DEL URUBO.!!! SOBRE AV. PRINCIPAL Y EN ESQUINA.!!,740000,USD,COND. LA HACIENDA DEL URUBO.!!! SOBRE AV. PRINCIPAL Y EN ESQUINA.!!,Santa Cruz de la Sierra,Santa Cruz,-17.730192,-63.36969,8,10,15,1100,𝑪𝑨𝑺𝑨 𝑸𝑼𝑰𝑵𝑻𝑨 𝑨𝑴𝑶𝑩𝑳𝑨𝑫𝑨 𝑫𝑬 𝑳𝑼𝑱𝑶 𝑬𝑵 𝑽𝑬𝑵𝑻𝑨,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-porongo-terebinto-las-santa-cruz-de-la-sierra-1032062,1100,6500,NUEVO,,true,,true,true,,true,true,,,,true,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c441b,Av Paragua 4to anillo,98000,USD,Av Paragua 4to anillo,Santa Cruz de la Sierra,Santa Cruz,-17.763136,-63.106064,3,3,1,148.65,Terreno de 240m2 o de 300m2,https://www.ultracasas.com/inmueble/casa-en-venta-entre-7mo-y-8vo-anillo-norte-santa-cruz-de-la-sierra-1008029,148.65,240,NUEVO,,true,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c441c,Av Paragua 4to anillo,95000,USD,Av Paragua 4to anillo,Santa Cruz de la Sierra,Santa Cruz,-17.763136,-63.106064,3,3,1,134.7,2 plantas,https://www.ultracasas.com/inmueble/casa-en-venta-entre-7mo-y-8vo-anillo-norte-santa-cruz-de-la-sierra-1008035,134.7,260,NUEVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c441d,Av Paragua 4to anillo,92000,USD,Av Paragua 4to anillo,Santa Cruz de la Sierra,Santa Cruz,-17.763136,-63.106064,3,2,2,112.5,Tres dormitorios (uno en suite con vestidor),https://www.ultracasas.com/inmueble/casa-en-venta-entre-7mo-y-8vo-anillo-norte-santa-cruz-de-la-sierra-1008031,112.5,451,NUEVO,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9570467df5839c441e,Av Paragua 4to anillo,94000,USD,Av Paragua 4to anillo,Santa Cruz de la Sierra,Santa Cruz,-17.763136,-63.106064,3,2,2,126,Tres dormitorios (1 en suite),https://www.ultracasas.com/inmueble/casa-en-venta-entre-7mo-y-8vo-anillo-norte-santa-cruz-de-la-sierra-1008024,126,360,NUEVO,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9670467df5839c441f,A PASOS DE LA AV. BANZER,490000,USD,A PASOS DE LA AV. BANZER,Santa Cruz de la Sierra,Santa Cruz,-17.769133,-63.17086,7,5,3,710,CASA EN VENTA,https://www.ultracasas.com/inmueble/casa-en-venta-entre-2do-y-3er-anillo-norte-santa-cruz-de-la-sierra-1002246,710,594,USADO,2015,true,true,true,true,,true,true,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9670467df5839c4420,Moderna Casa en Condominio Cerrado Dentro del 5to Anillo,213600,USD,Moderna Casa en Condominio Cerrado Dentro del 5to Anillo,Santa Cruz de la Sierra,Santa Cruz,-17.703732,-63.168705,4,3,2,184,ASA EN VENTA,https://www.ultracasas.com/inmueble/casa-en-venta-entre-7mo-y-8vo-anillo-norte-santa-cruz-de-la-sierra-1026855,184,238,NUEVO,2021,true,true,true,true,,true,,true,true,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9670467df5839c4421,Urubo,259000,USD,Urubo,Santa Cruz de la Sierra,Santa Cruz,-17.755156,-63.245052,4,4,4,415,𝗨𝗥𝗨𝗕𝗢! 𝗖𝗮𝘀𝗮,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-urubo-condominio-santa-cruz-de-la-sierra-1032494,415,436,NUEVO,2024,true,,true,true,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9670467df5839c4422,Av Paragua 4to anillo,78000,USD,Av Paragua 4to anillo,Santa Cruz de la Sierra,Santa Cruz,-17.763136,-63.106064,3,2,2,122.5,Tres dormitorios (1 en suite),https://www.ultracasas.com/inmueble/casa-en-venta-entre-7mo-y-8vo-anillo-norte-santa-cruz-de-la-sierra-1008027,122.5,240,NUEVO,,true,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9670467df5839c4423,CASA EN VENTA EN COLINAS DEL URUBO SECTOR 2,1700000,USD,CASA EN VENTA EN COLINAS DEL URUBO SECTOR 2,Santa Cruz de la Sierra,Santa Cruz,-17.734013,-63.158428,4,8,3,550,Townhouse  Stadthaus,https://www.ultracasas.com/inmueble/casa-en-venta-entre-6to-y-7mo-anillo-norte-santa-cruz-de-la-sierra-1008206,550,520,USADO,2019,true,true,true,,Octubre 2023,true,true,,true,,,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9670467df5839c4424,Urbanizacion Akualand Km 14 al Norte frente al aeropuerto Viru Viru.,79500,USD,Urbanizacion Akualand Km 14 al Norte frente al aeropuerto Viru Viru.,Santa Cruz de la Sierra,Santa Cruz,-17.648388,-63.181431,4,3,2,220,"Estas buscando una casa económica pero con piscina, jacussi??? Y en la zona de mayor crecimiento y plusvalía? Te presento esta buenísima oportunidad : Excelente ubicación: Valle Sanchez, Zona Norte",https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-zona-norte-santa-cruz-de-la-sierra-1021596,220,255,USADO,,,,,,,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9670467df5839c4425,CASA EN VENTA CONDOMINIO LOMAS DEL URUBO SUR,150000,USD,CASA EN VENTA CONDOMINIO LOMAS DEL URUBO SUR,Santa Cruz de la Sierra,Santa Cruz,-17.805178,-63.214722,3,4,2,190,Hermosa y amplia casa a estrenar con Tecnología Smart y con todo lo que tú familia necesita,https://www.ultracasas.com/inmueble/casa-en-venta-entre-4to-y-5to-anillo-oeste-santa-cruz-de-la-sierra-1031514,190,204,NUEVO,2024,,,true,,,true,true,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9770467df5839c4426,Urubo,220000,USD,Urubo,Santa Cruz de la Sierra,Santa Cruz,-17.762993,-63.223434,4,4,2,197,"Hermosa casa a estrenar en venta o alquiler en El Parque III, Urubo",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-condominio-los-parque-3-santa-cruz-de-la-sierra-1029647,197,214,NUEVO,,true,,,true,,true,,,,true,true,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e1ae9770467df5839c4427,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,128000,USD,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,Santa Cruz de la Sierra,Santa Cruz,-17.699272,-63.180733,5,4,2,196,🅴🅽 🆅🅴🅽🆃🅰,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-zona-norte-km-santa-cruz-de-la-sierra-975696,196,160,NUEVO,2022,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
